grid,position,points,year,name_circuits,driverRef,dob,name_constructors,status,regulamento,fastestLapTime,fastestLapSpeed,q1,q2,q3
5,-1,0.0,1968,Nürburgring,elford,1935-06-10,Cooper-BRM,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
7,1,25.0,1968,Autodromo Nazionale di Monza,hulme,1936-06-18,McLaren-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
13,2,18.0,1968,Autodromo Nazionale di Monza,gavin,1942-01-18,Matra-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
4,3,15.0,1968,Autodromo Nazionale di Monza,ickx,1945-01-01,Ferrari,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
17,4,12.0,1968,Autodromo Nazionale di Monza,courage,1942-05-27,BRM,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
18,5,10.0,1968,Autodromo Nazionale di Monza,beltoise,1937-04-26,Matra,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
19,6,8.0,1968,Autodromo Nazionale di Monza,bonnier,1930-01-31,McLaren-BRM,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1968,Autodromo Nazionale di Monza,siffert,1936-07-07,Lotus-Ford,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1968,Autodromo Nazionale di Monza,jack_brabham,1926-04-02,Brabham-Repco,Oil pressure,1966-1968,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1968,Autodromo Nazionale di Monza,stewart,1939-06-11,Matra-Ford,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1968,Autodromo Nazionale di Monza,hobbs,1939-06-09,Honda,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1968,Autodromo Nazionale di Monza,oliver,1942-08-14,Lotus-Ford,Transmission,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1968,Autodromo Nazionale di Monza,mclaren,1937-08-30,McLaren-Ford,Oil leak,1966-1968,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1968,Autodromo Nazionale di Monza,rindt,1942-04-18,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1968,Autodromo Nazionale di Monza,rodriguez,1940-01-18,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1968,Autodromo Nazionale di Monza,gurney,1931-04-13,Eagle-Weslake,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1968,Autodromo Nazionale di Monza,hill,1929-02-15,Lotus-Ford,Wheel,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1968,Autodromo Nazionale di Monza,surtees,1934-02-11,Honda,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1968,Autodromo Nazionale di Monza,amon,1943-07-20,Ferrari,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1968,Autodromo Nazionale di Monza,bell,1941-10-31,Ferrari,Fuel system,1966-1968,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1968,Autodromo Nazionale di Monza,elford,1935-06-10,Cooper-BRM,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1968,Autodromo Nazionale di Monza,gardner,1930-10-01,BRM,Did not qualify,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1968,Autodromo Nazionale di Monza,moser,1941-04-24,Brabham-Repco,Did not qualify,1966-1968,0.0,0.0,0.0,0.0,0.0
6,1,25.0,1968,Circuit Mont-Tremblant,hulme,1936-06-18,McLaren-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
8,2,18.0,1968,Circuit Mont-Tremblant,mclaren,1937-08-30,McLaren-Ford,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
12,3,15.0,1968,Circuit Mont-Tremblant,rodriguez,1940-01-18,BRM,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
5,4,12.0,1968,Circuit Mont-Tremblant,hill,1929-02-15,Lotus-Ford,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
16,5,10.0,1968,Circuit Mont-Tremblant,elford,1935-06-10,Cooper-BRM,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
11,6,8.0,1968,Circuit Mont-Tremblant,stewart,1939-06-11,Matra-Ford,+7 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1968,Circuit Mont-Tremblant,beltoise,1937-04-26,Matra,Gearbox,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1968,Circuit Mont-Tremblant,amon,1943-07-20,Ferrari,Transmission,1966-1968,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1968,Circuit Mont-Tremblant,gavin,1942-01-18,Matra-Ford,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
18,-1,0.0,1968,Circuit Mont-Tremblant,bianchi,1934-11-10,Cooper-BRM,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1968,Circuit Mont-Tremblant,pescarolo,1942-09-25,Matra,Oil pressure,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1968,Circuit Mont-Tremblant,rindt,1942-04-18,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1968,Circuit Mont-Tremblant,oliver,1942-08-14,Lotus-Ford,Halfshaft,1966-1968,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1968,Circuit Mont-Tremblant,jack_brabham,1926-04-02,Brabham-Repco,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1968,Circuit Mont-Tremblant,siffert,1936-07-07,Lotus-Ford,Oil leak,1966-1968,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1968,Circuit Mont-Tremblant,gurney,1931-04-13,McLaren-Ford,Radiator,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1968,Circuit Mont-Tremblant,courage,1942-05-27,BRM,Gearbox,1966-1968,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1968,Circuit Mont-Tremblant,brack,1935-12-26,Lotus-Ford,Halfshaft,1966-1968,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1968,Circuit Mont-Tremblant,surtees,1934-02-11,Honda,Gearbox,1966-1968,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1968,Circuit Mont-Tremblant,bonnier,1930-01-31,McLaren-BRM,Fuel system,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1968,Circuit Mont-Tremblant,ickx,1945-01-01,Ferrari,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
2,1,25.0,1968,Watkins Glen,stewart,1939-06-11,Matra-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
3,2,18.0,1968,Watkins Glen,hill,1929-02-15,Lotus-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
9,3,15.0,1968,Watkins Glen,surtees,1934-02-11,Honda,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
7,4,12.0,1968,Watkins Glen,gurney,1931-04-13,McLaren-Ford,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
12,5,10.0,1968,Watkins Glen,siffert,1936-07-07,Lotus-Ford,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
10,6,8.0,1968,Watkins Glen,mclaren,1937-08-30,McLaren-Ford,+5 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1968,Watkins Glen,courage,1942-05-27,BRM,Out of fuel,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1968,Watkins Glen,hulme,1936-06-18,McLaren,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1968,Watkins Glen,bianchi,1934-11-10,Cooper-BRM,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1968,Watkins Glen,jack_brabham,1926-04-02,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1968,Watkins Glen,rindt,1942-04-18,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1968,Watkins Glen,elford,1935-06-10,Cooper-BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1968,Watkins Glen,rodriguez,1940-01-18,BRM,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
18,-1,0.0,1968,Watkins Glen,bonnier,1930-01-31,McLaren-BRM,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1968,Watkins Glen,amon,1943-07-20,Ferrari,Water pump,1966-1968,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1968,Watkins Glen,beltoise,1937-04-26,Matra,Transmission,1966-1968,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1968,Watkins Glen,unser,1934-02-20,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1968,Watkins Glen,mario_andretti,1940-02-28,Lotus-Ford,Clutch,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1968,Watkins Glen,bell,1941-10-31,Ferrari,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1968,Watkins Glen,oliver,1942-08-14,Lotus-Ford,Withdrew,1966-1968,0.0,0.0,0.0,0.0,0.0
3,1,25.0,1968,Autódromo Hermanos Rodríguez,hill,1929-02-15,Lotus-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
9,2,18.0,1968,Autódromo Hermanos Rodríguez,mclaren,1937-08-30,McLaren-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
14,3,15.0,1968,Autódromo Hermanos Rodríguez,oliver,1942-08-14,Lotus-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
12,4,12.0,1968,Autódromo Hermanos Rodríguez,rodriguez,1940-01-18,BRM,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
18,5,10.0,1968,Autódromo Hermanos Rodríguez,bonnier,1930-01-31,Honda,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
1,6,8.0,1968,Autódromo Hermanos Rodríguez,siffert,1936-07-07,Lotus-Ford,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
7,7,6.0,1968,Autódromo Hermanos Rodríguez,stewart,1939-06-11,Matra-Ford,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
17,8,4.0,1968,Autódromo Hermanos Rodríguez,elford,1935-06-10,Cooper-BRM,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
20,9,2.0,1968,Autódromo Hermanos Rodríguez,pescarolo,1942-09-25,Matra,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
8,10,1.0,1968,Autódromo Hermanos Rodríguez,jack_brabham,1926-04-02,Brabham-Repco,Oil pressure,1966-1968,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1968,Autódromo Hermanos Rodríguez,gavin,1942-01-18,Matra-Ford,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1968,Autódromo Hermanos Rodríguez,gurney,1931-04-13,McLaren-Ford,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
19,-1,0.0,1968,Autódromo Hermanos Rodríguez,courage,1942-05-27,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
21,-1,0.0,1968,Autódromo Hermanos Rodríguez,bianchi,1934-11-10,Cooper-BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1968,Autódromo Hermanos Rodríguez,surtees,1934-02-11,Honda,Overheating,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1968,Autódromo Hermanos Rodríguez,amon,1943-07-20,Ferrari,Transmission,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1968,Autódromo Hermanos Rodríguez,solana,1935-12-26,Lotus-Ford,Broken wing,1966-1968,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1968,Autódromo Hermanos Rodríguez,hulme,1936-06-18,McLaren-Ford,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1968,Autódromo Hermanos Rodríguez,beltoise,1937-04-26,Matra,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1968,Autódromo Hermanos Rodríguez,ickx,1945-01-01,Ferrari,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1968,Autódromo Hermanos Rodríguez,rindt,1942-04-18,Brabham-Repco,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
4,1,25.0,1967,Kyalami,rodriguez,1940-01-18,Cooper-Maserati,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
5,2,18.0,1967,Kyalami,love,1924-12-07,Cooper-Climax,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
6,3,15.0,1967,Kyalami,surtees,1934-02-11,Honda,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
2,4,12.0,1967,Kyalami,hulme,1936-06-18,Brabham-Repco,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
10,5,10.0,1967,Kyalami,anderson,1931-05-19,Brabham-Climax,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
1,6,8.0,1967,Kyalami,jack_brabham,1926-04-02,Brabham-Repco,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1967,Kyalami,charlton,1936-10-27,Brabham-Climax,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1967,Kyalami,botha,1930-01-16,Brabham-Climax,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1967,Kyalami,tingle,1921-08-24,LDS-Climax,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
18,-1,0.0,1967,Kyalami,courage,1942-05-27,Lotus-BRM,Fuel system,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1967,Kyalami,gurney,1931-04-13,Eagle-Climax,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
16,-1,0.0,1967,Kyalami,siffert,1936-07-07,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1967,Kyalami,rindt,1942-04-18,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1967,Kyalami,spence,1936-12-30,BRM,Oil leak,1966-1968,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1967,Kyalami,bonnier,1930-01-31,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1967,Kyalami,clark,1936-03-04,Lotus-BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1967,Kyalami,hill,1929-02-15,Lotus-BRM,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1967,Kyalami,stewart,1939-06-11,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
4,1,25.0,1967,Circuit de Monaco,hulme,1936-06-18,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
8,2,18.0,1967,Circuit de Monaco,hill,1929-02-15,Lotus-BRM,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
14,3,15.0,1967,Circuit de Monaco,amon,1943-07-20,Ferrari,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
10,4,12.0,1967,Circuit de Monaco,mclaren,1937-08-30,McLaren-BRM,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
16,5,10.0,1967,Circuit de Monaco,rodriguez,1940-01-18,Cooper-Maserati,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
12,6,8.0,1967,Circuit de Monaco,spence,1936-12-30,BRM,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1967,Circuit de Monaco,bandini,1935-12-21,Ferrari,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
13,-1,0.0,1967,Circuit de Monaco,courage,1942-05-27,BRM,Spun off,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1967,Circuit de Monaco,clark,1936-03-04,Lotus-Climax,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1967,Circuit de Monaco,surtees,1934-02-11,Honda,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1967,Circuit de Monaco,siffert,1936-07-07,Cooper-Maserati,Oil pressure,1966-1968,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1967,Circuit de Monaco,stewart,1939-06-11,BRM,Differential,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1967,Circuit de Monaco,rindt,1942-04-18,Cooper-Maserati,Gearbox,1966-1968,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1967,Circuit de Monaco,gurney,1931-04-13,Eagle-Weslake,Fuel pump,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1967,Circuit de Monaco,gavin,1942-01-18,Matra,Injection,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1967,Circuit de Monaco,jack_brabham,1926-04-02,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1967,Circuit de Monaco,anderson,1931-05-19,Brabham-Climax,Did not qualify,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1967,Circuit de Monaco,beltoise,1937-04-26,Matra,Did not qualify,1966-1968,0.0,0.0,0.0,0.0,0.0
0,-1,0.0,1967,Circuit de Monaco,ginther,1930-08-05,Eagle-Climax,Did not qualify,1966-1968,0.0,0.0,0.0,0.0,0.0
8,1,25.0,1967,Circuit Park Zandvoort,clark,1936-03-04,Lotus-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
3,2,18.0,1967,Circuit Park Zandvoort,jack_brabham,1926-04-02,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
7,3,15.0,1967,Circuit Park Zandvoort,hulme,1936-06-18,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
9,4,12.0,1967,Circuit Park Zandvoort,amon,1943-07-20,Ferrari,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
10,5,10.0,1967,Circuit Park Zandvoort,parkes,1931-09-24,Ferrari,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
15,6,8.0,1967,Circuit Park Zandvoort,scarfiotti,1933-10-18,Ferrari,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
13,7,6.0,1967,Circuit Park Zandvoort,irwin,1942-06-27,Lotus-BRM,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
12,8,4.0,1967,Circuit Park Zandvoort,spence,1936-12-30,BRM,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
17,9,2.0,1967,Circuit Park Zandvoort,anderson,1931-05-19,Brabham-Climax,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
16,10,1.0,1967,Circuit Park Zandvoort,siffert,1936-07-07,Cooper-Maserati,+7 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
6,-1,0.0,1967,Circuit Park Zandvoort,surtees,1934-02-11,Honda,Throttle,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1967,Circuit Park Zandvoort,stewart,1939-06-11,BRM,Brakes,1966-1968,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1967,Circuit Park Zandvoort,rindt,1942-04-18,Cooper-Maserati,Suspension,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1967,Circuit Park Zandvoort,rodriguez,1940-01-18,Cooper-Maserati,Gearbox,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1967,Circuit Park Zandvoort,hill,1929-02-15,Lotus-Ford,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1967,Circuit Park Zandvoort,gurney,1931-04-13,Eagle-Weslake,Injection,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1967,Circuit Park Zandvoort,mclaren,1937-08-30,McLaren-BRM,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
2,1,25.0,1967,Circuit de Spa-Francorchamps,gurney,1931-04-13,Eagle-Weslake,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
6,2,18.0,1967,Circuit de Spa-Francorchamps,stewart,1939-06-11,BRM,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
5,3,15.0,1967,Circuit de Spa-Francorchamps,amon,1943-07-20,Ferrari,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
4,4,12.0,1967,Circuit de Spa-Francorchamps,rindt,1942-04-18,Cooper-Maserati,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
11,5,10.0,1967,Circuit de Spa-Francorchamps,spence,1936-12-30,BRM,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
1,6,8.0,1967,Circuit de Spa-Francorchamps,clark,1936-03-04,Lotus-Ford,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
16,7,6.0,1967,Circuit de Spa-Francorchamps,siffert,1936-07-07,Cooper-Maserati,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
17,8,4.0,1967,Circuit de Spa-Francorchamps,anderson,1931-05-19,Brabham-Climax,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
13,9,2.0,1967,Circuit de Spa-Francorchamps,rodriguez,1940-01-18,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
18,10,1.0,1967,Circuit de Spa-Francorchamps,ligier,1930-07-12,Cooper-Maserati,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
9,-1,0.0,1967,Circuit de Spa-Francorchamps,scarfiotti,1933-10-18,Ferrari,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1967,Circuit de Spa-Francorchamps,jack_brabham,1926-04-02,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1967,Circuit de Spa-Francorchamps,hulme,1936-06-18,Brabham-Repco,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1967,Circuit de Spa-Francorchamps,bonnier,1930-01-31,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1967,Circuit de Spa-Francorchamps,hill,1929-02-15,Lotus-Ford,Clutch,1966-1968,0.0,0.0,0.0,0.0,0.0
10,-1,0.0,1967,Circuit de Spa-Francorchamps,surtees,1934-02-11,Honda,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1967,Circuit de Spa-Francorchamps,irwin,1942-06-27,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1967,Circuit de Spa-Francorchamps,parkes,1931-09-24,Ferrari,Accident,1966-1968,0.0,0.0,0.0,0.0,0.0
2,1,25.0,1967,Le Mans,jack_brabham,1926-04-02,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
6,2,18.0,1967,Le Mans,hulme,1936-06-18,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
10,3,15.0,1967,Le Mans,stewart,1939-06-11,BRM,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
11,4,12.0,1967,Le Mans,siffert,1936-07-07,Cooper-Maserati,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
9,5,10.0,1967,Le Mans,irwin,1942-06-27,BRM,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
13,6,8.0,1967,Le Mans,rodriguez,1940-01-18,Cooper-Maserati,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
15,-1,0.0,1967,Le Mans,ligier,1930-07-12,Cooper-Maserati,Not classified,1966-1968,0.0,0.0,0.0,0.0,0.0
7,-1,0.0,1967,Le Mans,amon,1943-07-20,Ferrari,Throttle,1966-1968,0.0,0.0,0.0,0.0,0.0
3,-1,0.0,1967,Le Mans,gurney,1931-04-13,Eagle-Weslake,Fuel leak,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1967,Le Mans,rindt,1942-04-18,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1967,Le Mans,mclaren,1937-08-30,Eagle-Weslake,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
4,-1,0.0,1967,Le Mans,clark,1936-03-04,Lotus-Ford,Differential,1966-1968,0.0,0.0,0.0,0.0,0.0
14,-1,0.0,1967,Le Mans,anderson,1931-05-19,Brabham-Climax,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
1,-1,0.0,1967,Le Mans,hill,1929-02-15,Lotus-Ford,Differential,1966-1968,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1967,Le Mans,spence,1936-12-30,BRM,Halfshaft,1966-1968,0.0,0.0,0.0,0.0,0.0
1,1,25.0,1967,Silverstone Circuit,clark,1936-03-04,Lotus-Ford,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
4,2,18.0,1967,Silverstone Circuit,hulme,1936-06-18,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
6,3,15.0,1967,Silverstone Circuit,amon,1943-07-20,Ferrari,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
3,4,12.0,1967,Silverstone Circuit,jack_brabham,1926-04-02,Brabham-Repco,Finished,1966-1968,0.0,0.0,0.0,0.0,0.0
9,5,10.0,1967,Silverstone Circuit,rodriguez,1940-01-18,Cooper-Maserati,+1 Lap,1966-1968,0.0,0.0,0.0,0.0,0.0
7,6,8.0,1967,Silverstone Circuit,surtees,1934-02-11,Honda,+2 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
13,7,6.0,1967,Silverstone Circuit,irwin,1942-06-27,BRM,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
14,8,4.0,1967,Silverstone Circuit,hobbs,1939-06-09,BRM,+3 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
15,9,2.0,1967,Silverstone Circuit,rees,1938-01-12,Cooper-Maserati,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
21,10,1.0,1967,Silverstone Circuit,ligier,1930-07-12,Brabham-Repco,+4 Laps,1966-1968,0.0,0.0,0.0,0.0,0.0
17,-1,0.0,1967,Silverstone Circuit,anderson,1931-05-19,Brabham-Climax,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
2,-1,0.0,1967,Silverstone Circuit,hill,1929-02-15,Lotus-Ford,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
11,-1,0.0,1967,Silverstone Circuit,spence,1936-12-30,BRM,Ignition,1966-1968,0.0,0.0,0.0,0.0,0.0
5,-1,0.0,1967,Silverstone Circuit,gurney,1931-04-13,Eagle-Weslake,Clutch,1966-1968,0.0,0.0,0.0,0.0,0.0
20,-1,0.0,1967,Silverstone Circuit,moser,1941-04-24,Cooper-ATS,Oil pressure,1966-1968,0.0,0.0,0.0,0.0,0.0
8,-1,0.0,1967,Silverstone Circuit,rindt,1942-04-18,Cooper-Maserati,Engine,1966-1968,0.0,0.0,0.0,0.0,0.0
12,-1,0.0,1967,Silverstone Circuit,stewart,1939-06-11,BRM,Transmission,1966-1968,0.0,0.0,0.0,0.0,0.0
